Date,Symbol,Open,High,Low,Close,Volume
2023-01-19T04:30:00.000Z,OGDC,76.58999633789062,80.43000030517578,76.58999633789062,79.44000244140625,10995702
2023-01-20T04:30:00.000Z,OGDC,79.69999694824219,80.80000305175781,78.30000305175781,79.26000213623047,3449930
2023-01-23T04:30:00.000Z,OGDC,80,82.22000122070312,79.51000213623047,81.72000122070312,3790890
2023-01-24T04:30:00.000Z,OGDC,81.72000122070312,85.44000244140625,81.72000122070312,84.5,7615354
2023-01-25T04:30:00.000Z,OGDC,86,87.25,85.30000305175781,85.97000122070312,5623599
2023-01-26T04:30:00.000Z,OGDC,86.41000366210938,87.1500015258789,84,86.30000305175781,5701519
2023-01-27T04:30:00.000Z,OGDC,86.44999694824219,87.5,84.9000015258789,86.63999938964844,4688381
2023-01-30T04:30:00.000Z,OGDC,87.30000305175781,88.47000122070312,86,86.2699966430664,5019786
2023-01-31T04:30:00.000Z,OGDC,86.4000015258789,88.23999786376953,85.55000305175781,87.80000305175781,4506916
2023-02-01T04:30:00.000Z,OGDC,88,89.30000305175781,86.9000015258789,87.30000305175781,5230319
2023-02-02T04:30:00.000Z,OGDC,86.7300033569336,87.30000305175781,84.9000015258789,87.0199966430664,5157941
2023-02-03T04:30:00.000Z,OGDC,87.38999938964844,87.4000015258789,85.2699966430664,85.94000244140625,1261253
2023-02-06T04:30:00.000Z,OGDC,92.37999725341797,92.37999725341797,91.20999908447266,92.37999725341797,10552549
2023-02-07T04:30:00.000Z,OGDC,99.30000305175781,99.30000305175781,97.52999877929688,99.30000305175781,16106888
2023-02-08T04:30:00.000Z,OGDC,98,100.88999938964844,95.30000305175781,99.77999877929688,22259031
2023-02-09T04:30:00.000Z,OGDC,102,107.26000213623047,100.69999694824219,105.94999694824219,18217949
2023-02-10T04:30:00.000Z,OGDC,102,109.5999984741211,99.51000213623047,101.05999755859375,38731937
2023-02-13T04:30:00.000Z,OGDC,100,100.5,97.30000305175781,98.80000305175781,15131425
2023-02-14T04:30:00.000Z,OGDC,99.98999786376953,99.98999786376953,93.0199966430664,93.94000244140625,12752194
2023-02-15T04:30:00.000Z,OGDC,93.48999786376953,96.5,92.31999969482422,95.77999877929688,7173531
2023-02-16T04:30:00.000Z,OGDC,96.19999694824219,96.9000015258789,93,93.37000274658203,6685151
2023-02-17T04:30:00.000Z,OGDC,93.05999755859375,94.98999786376953,93.01000213623047,94.58000183105469,4774367
2023-02-20T04:30:00.000Z,OGDC,94.37999725341797,94.5,89,89.72000122070312,5383683
2023-02-21T04:30:00.000Z,OGDC,90.66999816894531,91.69999694824219,90.0999984741211,91.2300033569336,3211839
2023-02-22T04:30:00.000Z,OGDC,91.23999786376953,91.8499984741211,88.61000061035156,90.77999877929688,10388052
2023-02-23T04:30:00.000Z,OGDC,90.4000015258789,90.4000015258789,87.86000061035156,88.62999725341797,5525692
2023-02-24T04:30:00.000Z,OGDC,88.8499984741211,89.47000122070312,87.30999755859375,87.66000366210938,5213678
2023-02-27T04:30:00.000Z,OGDC,87.19999694824219,88.19999694824219,85.5,85.93000030517578,2249423
2023-02-28T04:30:00.000Z,OGDC,85.5999984741211,86.48999786376953,81.93000030517578,82.62000274658203,5333028
2023-03-01T04:30:00.000Z,OGDC,82.01000213623047,82.0199966430664,79.4000015258789,80.8499984741211,6085035
2023-03-02T04:30:00.000Z,OGDC,80.0999984741211,83,80,82.04000091552734,4211620
2023-03-03T04:30:00.000Z,OGDC,80.86000061035156,88.19000244140625,80.86000061035156,88.12000274658203,13422769
2023-03-06T04:30:00.000Z,OGDC,86.83999633789062,89.8499984741211,85.87000274658203,86.48999786376953,8787996
2023-03-07T04:30:00.000Z,OGDC,87.19999694824219,87.3499984741211,84.80000305175781,85.30000305175781,3637278
2023-03-08T04:30:00.000Z,OGDC,84.98999786376953,87.69999694824219,84.9000015258789,86.29000091552734,6363804
2023-03-09T04:30:00.000Z,OGDC,86.80000305175781,87.4800033569336,86.1500015258789,87.19000244140625,2499392
2023-03-10T04:30:00.000Z,OGDC,87.58999633789062,87.73999786376953,86.69000244140625,86.87999725341797,1839096
2023-03-13T04:30:00.000Z,OGDC,89.25,93.38999938964844,89.25,93.19999694824219,18456595
2023-03-14T04:30:00.000Z,OGDC,92.80000305175781,93,90.55999755859375,91.80000305175781,8699947
2023-03-15T04:30:00.000Z,OGDC,91.58999633789062,92.75,91,91.7300033569336,4386458
2023-03-16T04:30:00.000Z,OGDC,92.05000305175781,92.4000015258789,89.72000122070312,90.06999969482422,3082568
2023-03-17T04:30:00.000Z,OGDC,90.4000015258789,90.4000015258789,88.5,89.68000030517578,4208478
2023-03-20T04:30:00.000Z,OGDC,89.51000213623047,89.51000213623047,86.30999755859375,86.83000183105469,3771274
2023-03-21T04:30:00.000Z,OGDC,87,88.81999969482422,86.4000015258789,88.08999633789062,3624109
2023-03-22T04:30:00.000Z,OGDC,87.44999694824219,88.69999694824219,85.80000305175781,85.98999786376953,1725014
2023-03-23T04:30:00.000Z,OGDC,85.98999786376953,85.98999786376953,85.98999786376953,85.98999786376953,0
2023-03-24T04:30:00.000Z,OGDC,85.80999755859375,86,84.5,84.66999816894531,574968
2023-03-27T04:30:00.000Z,OGDC,85.08000183105469,85.80000305175781,84,84.80999755859375,748707
2023-03-28T04:30:00.000Z,OGDC,84.80999755859375,85.4800033569336,84.4000015258789,84.51000213623047,1064294
2023-03-29T04:30:00.000Z,OGDC,84.88999938964844,84.88999938964844,83.5199966430664,84.04000091552734,999991
2023-03-30T04:30:00.000Z,OGDC,84.48999786376953,85.69999694824219,83.6500015258789,83.83000183105469,3343193
2023-03-31T04:30:00.000Z,OGDC,84,84.27999877929688,82.6500015258789,83.36000061035156,2441216
2023-04-03T04:30:00.000Z,OGDC,84.22000122070312,84.48999786376953,83,83.44999694824219,1505351
2023-04-04T04:30:00.000Z,OGDC,83.30000305175781,83.30000305175781,80.9000015258789,82.41000366210938,2765087
2023-04-05T04:30:00.000Z,OGDC,82.5,83.33000183105469,81.02999877929688,81.68000030517578,4567822
2023-04-06T04:30:00.000Z,OGDC,82.69999694824219,87.80000305175781,82.6500015258789,87.33999633789062,10588322
2023-04-07T04:30:00.000Z,OGDC,87.70999908447266,87.97000122070312,84.5,84.69000244140625,4694653
2023-04-10T04:30:00.000Z,OGDC,84.5,84.87999725341797,83.5,83.62999725341797,1166108
2023-04-11T04:30:00.000Z,OGDC,84.29000091552734,84.29000091552734,82.80000305175781,83.44999694824219,782206
2023-04-12T04:30:00.000Z,OGDC,83.0999984741211,85.94000244140625,83.05000305175781,85.25,2311136
2023-04-13T04:30:00.000Z,OGDC,86.5,87.54000091552734,85.20999908447266,85.81999969482422,3918667
2023-04-14T04:30:00.000Z,OGDC,85.81999969482422,85.81999969482422,85.81999969482422,85.81999969482422,0
2023-04-17T04:30:00.000Z,OGDC,86.48999786376953,86.69999694824219,85.5999984741211,85.91999816894531,1493547
2023-04-18T04:30:00.000Z,OGDC,86.30000305175781,86.30000305175781,85.41999816894531,86.02999877929688,1621594
2023-04-19T04:30:00.000Z,OGDC,86.08999633789062,86.69999694824219,85.5999984741211,86.37999725341797,997745
2023-04-20T04:30:00.000Z,OGDC,86.69999694824219,87.6500015258789,86.01000213623047,87.41000366210938,2875066
2023-04-21T04:30:00.000Z,OGDC,87.41000366210938,87.41000366210938,87.41000366210938,87.41000366210938,0
2023-04-24T04:30:00.000Z,OGDC,87.41000366210938,87.41000366210938,87.41000366210938,87.41000366210938,0
2023-04-25T04:30:00.000Z,OGDC,87.41000366210938,87.41000366210938,87.41000366210938,87.41000366210938,0
2023-04-26T04:30:00.000Z,OGDC,87.41000366210938,88.13999938964844,86.75,87.05999755859375,2650189
2023-04-27T04:30:00.000Z,OGDC,87.4000015258789,87.5999984741211,86.5199966430664,86.93000030517578,3320080
2023-04-28T04:30:00.000Z,OGDC,87.4000015258789,87.4800033569336,85.80000305175781,85.97000122070312,2370620
2023-05-01T04:30:00.000Z,OGDC,85.97000122070312,85.97000122070312,85.97000122070312,85.97000122070312,0
2023-05-02T04:30:00.000Z,OGDC,86.11000061035156,86.37999725341797,85,85.13999938964844,2335414
2023-05-03T04:30:00.000Z,OGDC,85.1500015258789,86.5,84.8499984741211,86.12000274658203,3246696
2023-05-04T04:30:00.000Z,OGDC,86.26000213623047,86.48999786376953,85,85.19000244140625,2517489
2023-05-05T04:30:00.000Z,OGDC,85.18000030517578,86.98999786376953,84.94999694824219,86.16999816894531,3759969
2023-05-08T04:30:00.000Z,OGDC,84.79000091552734,84.9000015258789,81.5999984741211,82.08999633789062,3969537
2023-05-09T04:30:00.000Z,OGDC,82.25,82.25,79.69999694824219,80.25,6109361
2023-05-10T04:30:00.000Z,OGDC,80,80.70999908447266,78.5,78.62999725341797,3068518
2023-05-11T04:30:00.000Z,OGDC,79,79.88999938964844,78.5999984741211,78.91999816894531,2200473
2023-05-12T04:30:00.000Z,OGDC,79.4000015258789,79.97000122070312,77.91999816894531,78.23999786376953,3755722
2023-05-15T04:30:00.000Z,OGDC,78.19999694824219,78.19999694824219,76.4000015258789,76.80999755859375,4927429
2023-05-16T04:30:00.000Z,OGDC,77.30000305175781,79.9000015258789,77.19999694824219,79.61000061035156,6272502
2023-05-17T04:30:00.000Z,OGDC,80.19999694824219,80.25,77.9000015258789,78.04000091552734,2799253
2023-05-18T04:30:00.000Z,OGDC,78.5999984741211,78.5999984741211,76.62000274658203,76.83000183105469,4997154
2023-05-19T04:30:00.000Z,OGDC,76.80000305175781,77.94999694824219,76.80000305175781,77.30000305175781,2330981
2023-05-22T04:30:00.000Z,OGDC,77,77.44999694824219,75.61000061035156,75.9800033569336,4488921
2023-05-23T04:30:00.000Z,OGDC,75.9800033569336,76.25,75,75.12000274658203,3325975
2023-05-24T04:30:00.000Z,OGDC,75.5999984741211,76.29000091552734,74.9000015258789,75.16000366210938,3246386
2023-05-25T04:30:00.000Z,OGDC,75.69999694824219,76.41000366210938,75.11000061035156,75.66999816894531,3692857
2023-05-26T04:30:00.000Z,OGDC,75.5999984741211,75.70999908447266,73.5,74.11000061035156,2702758
2023-05-29T04:30:00.000Z,OGDC,74.4000015258789,76.0999984741211,74.0999984741211,74.61000061035156,4021878
2023-05-30T04:30:00.000Z,OGDC,75,76.66000366210938,75,75.77999877929688,4514023
2023-05-31T04:30:00.000Z,OGDC,75.9000015258789,76.30000305175781,74.5,74.81999969482422,3593659
2023-06-01T04:30:00.000Z,OGDC,75.01000213623047,75.6500015258789,74.55000305175781,75.2300033569336,1397603
