Date,Symbol,Open,High,Low,Close,Volume
2023-01-19T04:30:00.000Z,LUCK,400.5,404,390.1000061035156,391.9599914550781,196907
2023-01-20T04:30:00.000Z,LUCK,398.6700134277344,398.6700134277344,380.70001220703125,383.8999938964844,265883
2023-01-23T04:30:00.000Z,LUCK,377,391.9800109863281,377,389.1600036621094,79978
2023-01-24T04:30:00.000Z,LUCK,391.79998779296875,397.010009765625,375.54998779296875,393.82000732421875,345277
2023-01-25T04:30:00.000Z,LUCK,395.5,404,394,396.82000732421875,414048
2023-01-26T04:30:00.000Z,LUCK,399,412,396,404.8299865722656,1246390
2023-01-27T04:30:00.000Z,LUCK,405,406.5,396,397.92999267578125,164850
2023-01-30T04:30:00.000Z,LUCK,399.989990234375,404.8399963378906,394,395.1600036621094,132553
2023-01-31T04:30:00.000Z,LUCK,396.9800109863281,409.8999938964844,395.1499938964844,408.75,550034
2023-02-01T04:30:00.000Z,LUCK,412.8900146484375,412.8900146484375,402.5299987792969,405.07000732421875,181757
2023-02-02T04:30:00.000Z,LUCK,407.5,418.5,402.0400085449219,416.7699890136719,508311
2023-02-03T04:30:00.000Z,LUCK,411.8900146484375,418.79998779296875,411.8900146484375,413.5899963378906,124295
2023-02-06T04:30:00.000Z,LUCK,418,426.8999938964844,412,423.3800048828125,355686
2023-02-07T04:30:00.000Z,LUCK,424.8999938964844,431.8999938964844,416.6000061035156,419.6400146484375,354070
2023-02-08T04:30:00.000Z,LUCK,422.7900085449219,423.6499938964844,416.29998779296875,420.94000244140625,276397
2023-02-09T04:30:00.000Z,LUCK,423,434,423,430.19000244140625,1162792
2023-02-10T04:30:00.000Z,LUCK,430,430,413.1199951171875,414.2099914550781,1153956
2023-02-13T04:30:00.000Z,LUCK,410,420,410,415.9200134277344,158136
2023-02-14T04:30:00.000Z,LUCK,415.9700012207031,417,407.6000061035156,411.44000244140625,300432
2023-02-15T04:30:00.000Z,LUCK,417.69000244140625,419,405.510009765625,416.32000732421875,357696
2023-02-16T04:30:00.000Z,LUCK,413,419.9700012207031,409,409.9700012207031,448344
2023-02-17T04:30:00.000Z,LUCK,406.1199951171875,413.5,406,410.989990234375,60049
2023-02-20T04:30:00.000Z,LUCK,408,410.8699951171875,403.510009765625,409.2900085449219,194413
2023-02-21T04:30:00.000Z,LUCK,414.7699890136719,414.7699890136719,407,413.3500061035156,82515
2023-02-22T04:30:00.000Z,LUCK,415,417,412,415.6099853515625,570180
2023-02-23T04:30:00.000Z,LUCK,414,415.8900146484375,408.44000244140625,413.989990234375,859992
2023-02-24T04:30:00.000Z,LUCK,416.79998779296875,419.8999938964844,406,415.760009765625,393219
2023-02-27T04:30:00.000Z,LUCK,415,418,410.1099853515625,413.92999267578125,719757
2023-02-28T04:30:00.000Z,LUCK,414,417.8800048828125,409.5,413.6600036621094,446097
2023-03-01T04:30:00.000Z,LUCK,413.5,413.5,407,407.9200134277344,682583
2023-03-02T04:30:00.000Z,LUCK,401.010009765625,411.5,395.1099853515625,396.7900085449219,368237
2023-03-03T04:30:00.000Z,LUCK,392,406.5,390.1099853515625,404.739990234375,324469
2023-03-06T04:30:00.000Z,LUCK,406.8999938964844,411,404.75,410.2300109863281,225792
2023-03-07T04:30:00.000Z,LUCK,413.5400085449219,417.5,402.010009765625,413.29998779296875,271139
2023-03-08T04:30:00.000Z,LUCK,417.7799987792969,418.8999938964844,415,416.9700012207031,355037
2023-03-09T04:30:00.000Z,LUCK,418,422.3500061035156,415.260009765625,420.29998779296875,583727
2023-03-10T04:30:00.000Z,LUCK,422.5,423.8800048828125,418.1000061035156,421.3299865722656,323838
2023-03-13T04:30:00.000Z,LUCK,422.8999938964844,425,421.19000244140625,421.8599853515625,387649
2023-03-14T04:30:00.000Z,LUCK,423,423,414.6000061035156,415.1099853515625,203183
2023-03-15T04:30:00.000Z,LUCK,416.8800048828125,431.8999938964844,412,424.5,1225873
2023-03-16T04:30:00.000Z,LUCK,426,432.8900146484375,424.1400146484375,426.2699890136719,481208
2023-03-17T04:30:00.000Z,LUCK,426.95001220703125,426.95001220703125,419.1199951171875,420.0199890136719,784196
2023-03-20T04:30:00.000Z,LUCK,421.95001220703125,422,415,415.67999267578125,40588
2023-03-21T04:30:00.000Z,LUCK,419.3999938964844,419.3999938964844,412.5199890136719,413.5199890136719,57896
2023-03-22T04:30:00.000Z,LUCK,415,415,405,406.3500061035156,123447
2023-03-23T04:30:00.000Z,LUCK,406.3500061035156,406.3500061035156,406.3500061035156,406.3500061035156,0
2023-03-24T04:30:00.000Z,LUCK,408,408,400.79998779296875,402.8999938964844,93925
2023-03-27T04:30:00.000Z,LUCK,407.8999938964844,407.8999938964844,390.1099853515625,403.8599853515625,50233
2023-03-28T04:30:00.000Z,LUCK,410,410,399.1000061035156,400.4200134277344,188397
2023-03-29T04:30:00.000Z,LUCK,402,404.489990234375,395,396.1000061035156,132665
2023-03-30T04:30:00.000Z,LUCK,400,400,396,398.010009765625,82490
2023-03-31T04:30:00.000Z,LUCK,399.989990234375,406.8800048828125,395,402.44000244140625,927557
2023-04-03T04:30:00.000Z,LUCK,404,404,399.1000061035156,400.010009765625,34948
2023-04-04T04:30:00.000Z,LUCK,401,404.9700012207031,396.1099853515625,401.9200134277344,75944
2023-04-05T04:30:00.000Z,LUCK,404.8999938964844,404.94000244140625,401.0199890136719,402.9100036621094,44633
2023-04-06T04:30:00.000Z,LUCK,402.9100036621094,409.8999938964844,402.8999938964844,409.8599853515625,92124
2023-04-07T04:30:00.000Z,LUCK,415,415,401,404.3800048828125,53116
2023-04-10T04:30:00.000Z,LUCK,406.989990234375,406.989990234375,391,399.95001220703125,85550
2023-04-11T04:30:00.000Z,LUCK,400,400,396.1000061035156,399.1000061035156,25660
2023-04-12T04:30:00.000Z,LUCK,402.989990234375,403,395,398.3699951171875,89374
